LakeIndex,Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,LakeType,LakeArea_km2,Climate,Temp_C,DO_mgL,pH,Cond_uScm,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,k600_md,Wind_ms
97,1103,"Hongfeng",25,6,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.7,8.6,9.18,NaN,2.22920593638314,indirect,NaN,NaN,modelled-empirical,-5.9,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",25,6,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.7,8.5,8.94,NaN,3.33567311648572,indirect,NaN,NaN,modelled-empirical,-5.1,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",6,7,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,24,6.7,9.3,NaN,1.99116108459707,indirect,NaN,NaN,modelled-empirical,-6.2,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",6,7,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25.1,7.4,9.03,NaN,3.56934436487668,indirect,NaN,NaN,modelled-empirical,-5.1,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",6,7,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,24.4,6.7,8.78,NaN,6.04687212883516,indirect,NaN,NaN,modelled-empirical,-3.4,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",6,7,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25,7.4,8.99,NaN,3.90931777377423,indirect,NaN,NaN,modelled-empirical,-4.8,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",6,7,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,24.8,6.8,8.82,NaN,5.20421095123101,indirect,NaN,NaN,modelled-empirical,-4,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",15,8,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25.8,6.5,9.05,NaN,3.46622546580868,indirect,NaN,NaN,modelled-empirical,-5.1,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",15,8,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.3,5.9,8.83,NaN,5.75553651233399,indirect,NaN,NaN,modelled-empirical,-3.4,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",15,8,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.3,9.3,8.95,NaN,4.29856355521173,indirect,NaN,NaN,modelled-empirical,-4.5,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",15,8,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.3,6.9,8.9,NaN,4.69980667207159,indirect,NaN,NaN,modelled-empirical,-4.1,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",15,8,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,26.4,5.9,8.64,NaN,9.47316767051283,indirect,NaN,NaN,modelled-empirical,-0.7,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",20,9,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,24.1,8,8.49,NaN,13.5439679549519,indirect,NaN,NaN,modelled-empirical,1.6,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",20,9,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25.4,8.6,8.64,NaN,9.02167639478557,indirect,NaN,NaN,modelled-empirical,-1.2,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",20,9,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,24.6,8.4,8.6,NaN,11.3050904903092,indirect,NaN,NaN,modelled-empirical,0.2,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",20,9,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25.7,7.6,8.61,NaN,9.92522797401228,indirect,NaN,NaN,modelled-empirical,-0.5,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",20,9,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,25.6,7.6,8.59,NaN,10.4175874066646,indirect,NaN,NaN,modelled-empirical,-0.2,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",19,10,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,18.1,5.9,8.09,NaN,44.2637434337489,indirect,NaN,NaN,modelled-empirical,17.7,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",19,10,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,18.7,3.6,7.77,NaN,90.9732461769833,indirect,NaN,NaN,modelled-empirical,45.4,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",19,10,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,18.3,4.7,7.89,NaN,68.0254550520616,indirect,NaN,NaN,modelled-empirical,31.6,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",19,10,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,18.8,5.4,7.9,NaN,61.3264431172276,indirect,NaN,NaN,modelled-empirical,28.3,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",19,10,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,18.6,5.9,8.02,NaN,49.7731575208268,indirect,NaN,NaN,modelled-empirical,21.3,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",23,11,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,13.9,10.4,8.23,NaN,36.4205835621876,indirect,NaN,NaN,modelled-empirical,10.7,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",23,11,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,15,8.3,7.95,NaN,65.7570975068988,indirect,NaN,NaN,modelled-empirical,26.6,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",23,11,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,14.8,9.1,8.07,NaN,48.8803986060305,indirect,NaN,NaN,modelled-empirical,17.7,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",23,11,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,15.6,9.4,7.99,NaN,60.1967239244896,indirect,NaN,NaN,modelled-empirical,24.3,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",23,11,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,15.4,10.2,8.16,NaN,41.5598798891663,indirect,NaN,NaN,modelled-empirical,14.3,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",14,12,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,9.4,14.1,8.36,NaN,35.8256935585678,indirect,NaN,NaN,modelled-empirical,6.7,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",14,12,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,11.6,8.4,7.92,NaN,94.5854395741377,indirect,NaN,NaN,modelled-empirical,35.2,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",14,12,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,10.9,10.7,8.14,NaN,0.824331113750096,indirect,NaN,NaN,modelled-empirical,0.22,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",14,12,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,11.8,9.4,7.98,NaN,1.2301537127753,indirect,NaN,NaN,modelled-empirical,0.23,NaN,NaN,NaN,NaN,1.758
97,1103,"Hongfeng",14,12,2013,NaT,fortnightly,fortnightly,26.474409,106.390074,reservoir,43.39,4,11.9,10,7.84,NaN,2.05859105237855,indirect,NaN,NaN,modelled-empirical,0.22,NaN,NaN,NaN,NaN,1.758
215,1115,"Wulixia",15,7,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,8.88,9.43,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,-17.643826492382,0.221796686370827,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,7,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,4.99,7.19,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,-5.73474315211056,0.755307634668221,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,7,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,8.51,8.99,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,-59.7452335359254,2.05811339605362,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,7,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,7.75,9.46,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,-51.5527433186246,0.763300308050953,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,7,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,7.69,9.52,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,135.275997002748,0.162051452834901,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,9,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,8.51,9.04,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,31.7708766963617,0.581466988593789,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,9,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,5.24,7.44,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,165.648155857131,0.0405628174173674,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,9,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,6.49,7.96,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,135.275997002748,0.297727083506785,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,9,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,6.25,7.68,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,225.793023062193,0.303721588543835,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,9,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,6.08,7.6,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,168.245774706519,0.0809258180001665,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,10,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,10.42,8.24,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,67.5380900840896,0.162051452834901,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,10,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,10.13,8.82,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,41.9615352593456,0.0201815002913996,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,10,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,8.94,7.59,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,219.798518025144,0.101307135126134,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,10,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,8.07,7.89,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,51.9523769877612,0.85721422029806,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,10,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,7.62,7.45,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,229.789359753559,0.060744317708767,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,12,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,10.57,8.24,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,39.1640995753892,0.0201815002913996,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,12,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,9.44,7.75,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,95.1128132545167,0.141670135708933,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,12,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,10.2,7.94,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,-25.9761884938806,-0.135076180168179,NaN,NaN,NaN,1.917
215,1115,"Wulixia",15,12,2016,NaT,seasonal,seasonal,25.588,110.776,reservoir,0.82,4,NaN,9.25,7.79,NaN,NaN,<undefined>,NaN,NaN,modelled-empirical,43.7598867704604,-0.060744317708767,NaN,NaN,NaN,1.917
430,1101,"Jiangjin",18,8,2016,NaT,seasonal,seasonal,29.295,106.254,reservoir,1084,4,26,NaN,8.47,NaN,14.2296737039588,indirect,NaN,NaN,modelled-empirical,32.38685835,NaN,NaN,NaN,NaN,1.417
30,1101,"Changshou",1,7,2016,NaT,seasonal,seasonal,29.823,107.067,reservoir,852.97,4,24,NaN,8.05,NaN,50.9320193341937,indirect,NaN,NaN,modelled-empirical,109.8192342,NaN,NaN,NaN,NaN,1.308
30,1101,"Fuling",21,6,2016,NaT,seasonal,seasonal,29.739,107.368,reservoir,852.97,4,25.5,NaN,7.92,NaN,59.3694302082273,indirect,NaN,NaN,modelled-empirical,133.331844,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengdu",21,6,2016,NaT,seasonal,seasonal,29.876,107.729,reservoir,852.97,4,24.5,NaN,7.53,NaN,162.770375093243,indirect,NaN,NaN,modelled-empirical,355.7980372,NaN,NaN,NaN,NaN,1.308
30,1101,"Zhongxian",22,6,2016,NaT,seasonal,seasonal,30.269,108.014,reservoir,852.97,4,25,NaN,7.67,NaN,180.304675276315,indirect,NaN,NaN,modelled-empirical,399.5117409,NaN,NaN,NaN,NaN,1.308
30,1101,"Wanzhou",23,6,2016,NaT,seasonal,seasonal,30.806,108.388,reservoir,852.97,4,24.7,NaN,7.89,NaN,77.7396536747687,indirect,NaN,NaN,modelled-empirical,170.8575089,NaN,NaN,NaN,NaN,1.308
30,1101,"Yunyang",24,6,2016,NaT,seasonal,seasonal,30.919,108.719,reservoir,852.97,4,25.4,NaN,8.1,NaN,53.3286472906568,indirect,NaN,NaN,modelled-empirical,119.4443304,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengjie",25,6,2016,NaT,seasonal,seasonal,31.008,109.468,reservoir,852.97,4,23.7,NaN,8.05,NaN,45.6023316856211,indirect,NaN,NaN,modelled-empirical,97.51867478,NaN,NaN,NaN,NaN,1.308
30,1101,"Wushan",26,6,2016,NaT,seasonal,seasonal,31.065,109.874,reservoir,852.97,4,23.5,NaN,8.14,NaN,48.9213891107158,indirect,NaN,NaN,modelled-empirical,104.0396705,NaN,NaN,NaN,NaN,1.308
30,1101,"Badong",27,6,2016,NaT,seasonal,seasonal,31.041,110.324,reservoir,852.97,4,23.4,NaN,8,NaN,66.0393861354663,indirect,NaN,NaN,modelled-empirical,140.0554839,NaN,NaN,NaN,NaN,1.308
30,1101,"Zigui",28,6,2016,NaT,seasonal,seasonal,30.967,110.755,reservoir,852.97,4,25.1,NaN,8.18,NaN,37.8548271523872,indirect,NaN,NaN,modelled-empirical,84.10410205,NaN,NaN,NaN,NaN,1.308
30,1101,"Changshou",29,11,2016,NaT,seasonal,seasonal,29.823,107.067,reservoir,852.97,4,17.3,NaN,7.427,NaN,210.270849495252,indirect,NaN,NaN,modelled-empirical,137.9663494,NaN,NaN,NaN,NaN,1.308
30,1101,"Fuling",29,11,2016,NaT,seasonal,seasonal,29.739,107.368,reservoir,852.97,4,17.7,NaN,7.51,NaN,167.739200126114,indirect,NaN,NaN,modelled-empirical,111.4066486,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengdu",29,11,2016,NaT,seasonal,seasonal,29.876,107.729,reservoir,852.97,4,18.3,NaN,8.269,NaN,27.6555013033097,indirect,NaN,NaN,modelled-empirical,18.70337027,NaN,NaN,NaN,NaN,1.308
30,1101,"Zhongxian",29,11,2016,NaT,seasonal,seasonal,30.269,108.014,reservoir,852.97,4,17.8,NaN,7.924,NaN,65.8228153897513,indirect,NaN,NaN,modelled-empirical,43.84988275,NaN,NaN,NaN,NaN,1.308
30,1101,"Wanzhou",29,11,2016,NaT,seasonal,seasonal,30.806,108.388,reservoir,852.97,4,17.8,NaN,7.68,NaN,121.783836949857,indirect,NaN,NaN,modelled-empirical,81.13002975,NaN,NaN,NaN,NaN,1.308
30,1101,"Yunyang",24,11,2016,NaT,seasonal,seasonal,30.919,108.719,reservoir,852.97,4,18.4,NaN,7.757,NaN,98.6771158822213,indirect,NaN,NaN,modelled-empirical,66.93571528,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengjie",24,11,2016,NaT,seasonal,seasonal,31.008,109.468,reservoir,852.97,4,18.9,NaN,7.817,NaN,80.6795349277681,indirect,NaN,NaN,modelled-empirical,55.55074914,NaN,NaN,NaN,NaN,1.308
30,1101,"Wushan",24,11,2016,NaT,seasonal,seasonal,31.065,109.874,reservoir,852.97,4,19.6,NaN,7.533,NaN,153.790523897157,indirect,NaN,NaN,modelled-empirical,108.1061169,NaN,NaN,NaN,NaN,1.308
30,1101,"Badong",24,11,2016,NaT,seasonal,seasonal,31.041,110.324,reservoir,852.97,4,19,NaN,7.626,NaN,134.102264868557,indirect,NaN,NaN,modelled-empirical,92.60908095,NaN,NaN,NaN,NaN,1.308
30,1101,"Zigui",24,11,2016,NaT,seasonal,seasonal,30.967,110.755,reservoir,852.97,4,19.7,NaN,7.684,NaN,101.495591042354,indirect,NaN,NaN,modelled-empirical,71.55577907,NaN,NaN,NaN,NaN,1.308
430,1101,"Jiangjin",24,3,2017,NaT,seasonal,seasonal,29.295,106.254,reservoir,1084,4,15.5,NaN,8.088,NaN,50.8052550424498,indirect,NaN,NaN,modelled-empirical,31.52951074,NaN,NaN,NaN,NaN,1.417
30,1101,"Changshou",9,3,2017,NaT,seasonal,seasonal,29.823,107.067,reservoir,852.97,4,14.5,NaN,7.961,NaN,70.9452417332317,indirect,NaN,NaN,modelled-empirical,42.65767924,NaN,NaN,NaN,NaN,1.308
30,1101,"Fuling",9,3,2017,NaT,seasonal,seasonal,29.739,107.368,reservoir,852.97,4,14.5,NaN,8.04,NaN,59.0652559975353,indirect,NaN,NaN,modelled-empirical,35.51452759,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengdu",9,3,2017,NaT,seasonal,seasonal,29.876,107.729,reservoir,852.97,4,14.2,NaN,8.065,NaN,53.8668453173814,indirect,NaN,NaN,modelled-empirical,32.07988861,NaN,NaN,NaN,NaN,1.308
30,1101,"Zhongxian",9,3,2017,NaT,seasonal,seasonal,30.269,108.014,reservoir,852.97,4,13.8,NaN,7.999,NaN,64.1489246706502,indirect,NaN,NaN,modelled-empirical,37.71550139,NaN,NaN,NaN,NaN,1.308
30,1101,"Wanzhou",8,3,2017,NaT,seasonal,seasonal,30.806,108.388,reservoir,852.97,4,13.9,NaN,8.01,NaN,62.0758601569311,indirect,NaN,NaN,modelled-empirical,36.61438494,NaN,NaN,NaN,NaN,1.308
30,1101,"Yunyang",8,3,2017,NaT,seasonal,seasonal,30.919,108.719,reservoir,852.97,4,14.7,NaN,7.927,NaN,77.4622068344312,indirect,NaN,NaN,modelled-empirical,46.87356997,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengjie",4,3,2017,NaT,seasonal,seasonal,31.008,109.468,reservoir,852.97,4,13.7,NaN,7.284,NaN,343.334500541842,indirect,NaN,NaN,modelled-empirical,201.2089334,NaN,NaN,NaN,NaN,1.308
30,1101,"Wushan",4,3,2017,NaT,seasonal,seasonal,31.065,109.874,reservoir,852.97,4,14.1,NaN,7.201,NaN,407.041525634083,indirect,NaN,NaN,modelled-empirical,241.634039,NaN,NaN,NaN,NaN,1.308
30,1101,"Badong",4,3,2017,NaT,seasonal,seasonal,31.041,110.324,reservoir,852.97,4,13.4,NaN,7.992,NaN,67.7146764427814,indirect,NaN,NaN,modelled-empirical,39.3004304,NaN,NaN,NaN,NaN,1.308
30,1101,"Zigui",4,3,2017,NaT,seasonal,seasonal,30.967,110.755,reservoir,852.97,4,13.7,NaN,8.086,NaN,47.9409814460836,indirect,NaN,NaN,modelled-empirical,28.0954979,NaN,NaN,NaN,NaN,1.308
30,1101,"Changshou",20,7,2017,NaT,seasonal,seasonal,29.823,107.067,reservoir,852.97,4,26.5,NaN,7.982,NaN,41.0824534456959,indirect,NaN,NaN,modelled-empirical,94.75189699,NaN,NaN,NaN,NaN,1.308
30,1101,"Fuling",20,7,2017,NaT,seasonal,seasonal,29.739,107.368,reservoir,852.97,4,28.6,NaN,7.96,NaN,65.9338060551551,indirect,NaN,NaN,modelled-empirical,160.5964796,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengdu",20,7,2017,NaT,seasonal,seasonal,29.876,107.729,reservoir,852.97,4,25.9,NaN,7.949,NaN,73.9020270312909,indirect,NaN,NaN,modelled-empirical,167.7541544,NaN,NaN,NaN,NaN,1.308
30,1101,"Zhongxian",19,7,2017,NaT,seasonal,seasonal,30.269,108.014,reservoir,852.97,4,25.5,NaN,7.953,NaN,50.2404462570436,indirect,NaN,NaN,modelled-empirical,112.8299752,NaN,NaN,NaN,NaN,1.308
30,1101,"Wanzhou",19,7,2017,NaT,seasonal,seasonal,30.806,108.388,reservoir,852.97,4,28.1,NaN,7.89,NaN,101.893371370845,indirect,NaN,NaN,modelled-empirical,245.0203949,NaN,NaN,NaN,NaN,1.308
30,1101,"Yunyang",19,7,2017,NaT,seasonal,seasonal,30.919,108.719,reservoir,852.97,4,25.5,NaN,7.96,NaN,82.9179459200867,indirect,NaN,NaN,modelled-empirical,186.2170917,NaN,NaN,NaN,NaN,1.308
30,1101,"Fengjie",19,7,2017,NaT,seasonal,seasonal,31.008,109.468,reservoir,852.97,4,28.2,NaN,7.8,NaN,112.527024093239,indirect,NaN,NaN,modelled-empirical,271.2882231,NaN,NaN,NaN,NaN,1.308
30,1101,"Wushan",15,7,2017,NaT,seasonal,seasonal,31.065,109.874,reservoir,852.97,4,25.3,NaN,7.846,NaN,79.570210091553,indirect,NaN,NaN,modelled-empirical,177.7410002,NaN,NaN,NaN,NaN,1.308
30,1101,"Badong",16,7,2017,NaT,seasonal,seasonal,31.041,110.324,reservoir,852.97,4,23.4,NaN,7.829,NaN,89.790176944902,indirect,NaN,NaN,modelled-empirical,190.4258567,NaN,NaN,NaN,NaN,1.308
30,1101,"Zigui",17,7,2017,NaT,seasonal,seasonal,30.967,110.755,reservoir,852.97,4,23.9,NaN,7.878,NaN,71.4186704807103,indirect,NaN,NaN,modelled-empirical,153.569707,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,5,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,21,NaN,NaN,NaN,30.7259000964293,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,6,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,24.4,NaN,NaN,NaN,36.3435359775439,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,7,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,25.4,NaN,NaN,NaN,25.636653235369,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,8,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,28.8,NaN,NaN,NaN,30.8203323453974,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,9,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,20.5,NaN,NaN,NaN,37.1218541407801,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,10,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,18.4,NaN,NaN,NaN,41.9184874141565,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,11,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,16.6,NaN,NaN,NaN,36.6803851779123,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,12,2015,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,12.3,NaN,NaN,NaN,79.1693254848265,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,1,2016,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,9.5,NaN,NaN,NaN,70.0473645477558,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,2,2016,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,6.3,NaN,NaN,NaN,77.2162407093885,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Qingxizhen",20,3,2016,NaT,monthly,monthly,29.811,107.477,reservoir,852.97,4,12.1,NaN,NaN,NaN,65.6601150508221,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,5,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,21.9,NaN,NaN,NaN,16.2529763999979,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,6,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,23.2,NaN,NaN,NaN,42.5738930934817,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,7,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,25.2,NaN,NaN,NaN,49.1113891441974,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,8,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,27.5,NaN,NaN,NaN,61.1885616893077,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,9,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,18.5,NaN,NaN,NaN,40.3590168667475,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,10,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,16.2,NaN,NaN,NaN,48.344185176558,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,11,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,13.1,NaN,NaN,NaN,37.541238751946,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
30,1104,"Taipingxizhen",20,12,2015,NaT,monthly,monthly,30.83689,110.998951,reservoir,852.97,4,12.2,NaN,NaN,NaN,16.3858055330995,indirect,NaN,NaN,<undefined>,NaN,NaN,NaN,NaN,NaN,1.308
